idx,l_angle_knee,r_angle_knee,l_angle_hip,r_angle_hip,back_ground_angle
50,78.60544496169443,71.12471060018747,107.27774190463631,110.94409947096389,18.10566635907535
51,79.40700099483865,72.95054427699337,107.22852213666134,111.50738406593253,19.18772159358864
52,82.8979684558246,76.06857688084628,112.11701184203129,116.08820157177334,16.910339786757493
53,81.35660118195095,75.65737546758703,112.1109496919226,116.1384424716431,16.613904986139826
54,84.26728386410223,72.17850481864662,116.67108333462085,115.8578029600672,13.896146369941503
55,70.22176736373135,65.11676919673837,107.4532954112797,110.27575072701188,16.500161646642542
56,87.87509861215064,75.69415731763932,119.68321643972057,119.780037672256,12.943656550259954
57,72.53094623839698,66.27942772198611,110.72888376121763,111.03480960767178,14.728387444015002
58,91.65892582494776,-1.0,121.89132113217335,119.16784038199798,45.03773279742135
59,92.67646548513295,76.14393621759605,124.1341888293571,120.7118136950857,12.247945400776963
60,91.63615773532884,74.69424929785826,128.12785161511033,124.07260546852608,8.77829847734562
61,91.01424407804657,76.00941995030618,128.15541161052863,126.48647659939579,8.352075575112957
62,89.67411054144597,76.12202261996265,129.13225623258882,127.25782009855773,6.972233560302275
63,92.164643146284,77.41390033553736,129.79260975635324,127.6880461879574,7.037696228689702
64,92.65567784076434,77.66525323661739,131.8907275100076,129.75982036949802,6.711580468117609
65,94.3062672626337,80.58449572198066,133.62810705864462,131.68624264280365,5.184159928366574
66,95.89186646436609,81.06523108101595,136.66701915514525,133.917329313514,2.734115113132338
